Age,Gender,Country,Employment_Status,Annual_Income,Current_Savings,Retirement_Age_Goal,Risk_Tolerance,Contribution_Amount,Contribution_Frequency,Employer_Contribution,Total_Annual_Contribution,Years_Contributed,Investment_Type,Fund_Name,Annual_Return_Rate,Volatility,Fees_Percentage,Projected_Pension_Amount,Expected_Annual_Payout,Inflation_Adjusted_Payout,Years_of_Payout,Survivor_Benefits,Transaction_Amount,Transaction_Date,Suspicious_Flag,Anomaly_Score,Marital_Status,Number_of_Dependents,Education_Level,Health_Status,Life_Expectancy_Estimate,Home_Ownership_Status,Debt_Level,Monthly_Expenses,Savings_Rate,Investment_Experience_Level,Financial_Goals,Insurance_Coverage,Portfolio_Diversity_Score,Tax_Benefits_Eligibility,Government_Pension_Eligibility,Private_Pension_Eligibility,Pension_Type,Withdrawal_Strategy,Transaction_Channel,Geo_Location,Time_of_Transaction,Transaction_Pattern_Score,Previous_Fraud_Flag,Account_Age
25,Other,Canada,Retired,76913,27792,64,High,1142,Annually,852,6052,12,Bonds,Collins-Freeman,8.45,2.52,1.37,201888,28813,59163,20,No,7504,4/8/2020,No,0.89,Single,4,Master's,Average,81,Own,162330,4841,0.12,Expert,Home Purchase,Yes,0.78,Yes,Yes,No,Defined Contribution,Bucket,Online,Lake Andrew,18:30:33,0.5,No,10
63,Female,Australia,Unemployed,132321,64387,67,High,1325,Quarterly,64,17897,31,Mutual Fund,Schultz Inc,8.04,0.63,0.92,433691,16471,27124,15,Yes,8159,5/12/2021,Yes,0.71,Divorced,3,PhD,Good,94,Own,148058,6929,0.21,Expert,Travel,No,0.53,Yes,Yes,Yes,Defined Benefit,Fixed,ATM,East Julieside,1:51:00,0.02,No,27
48,Other,USA,Part-time,37187,252036,61,Low,1897,Annually,374,16422,20,Bonds,Norris-Stevens,10.83,2.28,0.9,843612,41781,32975,16,No,7104,1/4/2025,No,0.52,Divorced,1,PhD,Poor,89,Own,2196,8133,0.06,Expert,Legacy Planning,Yes,0.28,No,Yes,No,Defined Benefit,Bucket,Online,Sanfordshire,18:29:52,0.62,No,29
61,Female,USA,Full-time,55493,238762,68,High,902,Annually,895,16920,38,ETF,Johnson LLC,5.66,2.49,0.97,807187,12830,46053,14,Yes,9343,11/2/2021,No,0.97,Divorced,3,Bachelor's,Good,79,Rent,26291,9473,0.07,Intermediate,Home Purchase,No,0.3,No,Yes,No,Defined Contribution,Fixed,Branch,Nicholsonport,4:26:00,0.19,No,18
41,Male,Germany,Retired,42394,438131,63,Low,660,Quarterly,312,12155,23,Real Estate,"Ramos, Jones and Phillips",5.11,0.89,1.76,836966,58139,39221,15,Yes,6088,7/7/2021,No,0.08,Married,0,Master's,Average,87,Rent,195090,4752,0.1,Intermediate,Home Purchase,Yes,0.23,No,Yes,No,Defined Benefit,Bucket,Online,Andersonmouth,22:00:43,0.67,No,15
33,Male,Australia,Self-employed,142305,436106,69,Low,1391,Annually,705,14770,39,Mutual Fund,Mccormick PLC,8.78,3.81,1.72,211746,67645,35171,16,Yes,9287,1/29/2021,No,0.69,Single,0,Bachelor's,Average,75,Own,116323,8725,0.05,Expert,Healthcare,No,0.15,Yes,Yes,No,Defined Benefit,Dynamic,Online,East Hayleyburgh,23:43:26,0.69,No,2
52,Other,USA,Retired,76085,16656,62,Medium,764,Monthly,891,13311,28,ETF,Murphy Inc,3.12,1.17,0.34,230015,58373,63767,26,Yes,6214,7/29/2025,No,0.36,Married,4,Master's,Average,90,Own,65166,8210,0.1,Expert,Healthcare,Yes,0.64,No,No,No,Defined Contribution,Bucket,Branch,Tiffanymouth,4:08:03,0.51,No,22
54,Female,Australia,Self-employed,115818,484305,67,High,1878,Annually,328,3659,15,ETF,Hart Group,3.83,3.49,1.02,394942,14327,36161,11,Yes,5746,1/24/2021,No,0.4,Single,4,Master's,Good,93,Rent,172380,2306,0.29,Intermediate,Legacy Planning,Yes,0.44,Yes,No,Yes,Defined Benefit,Bucket,ATM,Gallegosborough,6:56:31,0.57,No,4
52,Female,Australia,Unemployed,59064,112658,69,High,1714,Monthly,190,21567,4,Stocks,Christian-Perez,10.3,2.4,0.78,459780,58314,41636,19,No,2498,8/23/2022,No,0.3,Married,3,Bachelor's,Average,91,Rent,25368,5064,0.24,Beginner,Home Purchase,No,0.77,Yes,No,Yes,Defined Benefit,Dynamic,Branch,Tammyberg,3:09:46,0.13,No,6
43,Male,Germany,Full-time,83677,230297,66,Medium,761,Quarterly,303,1232,33,Real Estate,Pollard-White,2.97,2.95,0.3,997056,33059,20261,22,Yes,1035,6/22/2020,No,0.69,Married,0,PhD,Average,86,Rent,137172,9236,0.18,Beginner,Healthcare,No,0.89,Yes,No,Yes,Defined Benefit,Bucket,ATM,East Williamburgh,17:54:15,0.85,No,19
27,Male,Germany,Unemployed,50967,343173,65,Low,1425,Monthly,329,10961,21,Stocks,Johnson-Smith,3.49,0.6,1.86,968957,12795,11093,26,No,7275,2/26/2024,No,0.86,Divorced,3,Bachelor's,Average,90,Own,149264,3587,0.22,Intermediate,Home Purchase,No,0.57,Yes,No,No,Defined Benefit,Bucket,Branch,Michellemouth,6:39:55,0.23,No,26
58,Other,Australia,Part-time,121230,144220,66,High,1446,Quarterly,835,15473,26,Stocks,"Vazquez, Jones and Perry",11.29,0.69,1,681093,55501,39406,15,No,3990,1/21/2022,No,0.89,Single,4,PhD,Average,82,Rent,49381,8513,0.27,Expert,Home Purchase,No,0.98,No,Yes,No,Defined Contribution,Bucket,Branch,Port Angelaville,16:51:09,0.39,No,6
53,Other,USA,Retired,137894,142810,66,Low,1878,Monthly,971,21477,25,Stocks,English-Bender,6.06,1.2,1.21,833764,67069,42332,17,No,6290,5/4/2024,Yes,0.77,Married,1,PhD,Average,82,Own,177900,2134,0.1,Intermediate,Travel,Yes,0.16,Yes,Yes,Yes,Defined Contribution,Dynamic,ATM,North Anthonyberg,5:55:08,0.77,No,9
50,Other,UK,Full-time,37652,375899,61,Low,1028,Monthly,627,2978,15,Mutual Fund,"King, Williams and Snyder",4.49,1.98,0.97,154975,44923,32878,24,No,8404,5/5/2024,No,0.49,Single,1,High School,Average,79,Mortgage,128719,9849,0.06,Expert,Healthcare,Yes,0.38,Yes,No,No,Defined Benefit,Fixed,Branch,Gonzalezchester,21:39:39,0.84,No,17
62,Male,Canada,Retired,131234,191015,69,Medium,1471,Quarterly,516,1338,25,ETF,Day Ltd,9.08,1.48,1.82,712286,17064,46503,25,No,2829,12/23/2023,No,0.95,Married,4,Master's,Average,83,Mortgage,141954,6596,0.25,Intermediate,Legacy Planning,No,0.66,Yes,Yes,No,Defined Contribution,Dynamic,Branch,South Glenn,6:14:28,0.85,No,19
52,Other,Australia,Unemployed,43121,73231,60,Medium,163,Monthly,964,6063,17,Real Estate,Dominguez Group,11.71,3.84,1.6,712418,74159,26006,10,Yes,5681,2/9/2025,No,0.06,Divorced,2,Master's,Poor,80,Rent,56041,9659,0.27,Expert,Healthcare,Yes,0.63,Yes,Yes,No,Defined Contribution,Dynamic,Branch,Robleston,3:07:13,0.05,No,18
62,Male,Australia,Self-employed,53127,164572,63,High,1928,Monthly,662,17897,31,Bonds,Taylor Group,11.89,1.27,1.64,136406,62518,54679,27,No,1827,12/30/2022,No,0.08,Divorced,3,Master's,Average,85,Own,121655,4574,0.05,Beginner,Healthcare,Yes,0.67,Yes,Yes,Yes,Defined Contribution,Dynamic,Branch,Dixonfurt,10:12:48,0.29,No,14
53,Male,Canada,Retired,114345,35948,64,High,937,Monthly,557,18435,22,Mutual Fund,Hood-Delacruz,5.65,4.95,0.26,950236,28507,66150,13,Yes,9530,12/20/2022,Yes,0.08,Married,1,Master's,Average,80,Own,90923,6835,0.13,Expert,Travel,No,0.77,Yes,No,No,Defined Contribution,Bucket,Online,North Brianna,12:46:32,0.7,No,29
35,Other,UK,Full-time,83325,49458,65,Low,1441,Quarterly,771,8839,13,Real Estate,Nunez-Mcdaniel,3.71,4.3,0.98,289377,57982,24654,19,Yes,5537,12/18/2023,No,0.39,Divorced,4,High School,Average,91,Mortgage,170059,9972,0.22,Beginner,Healthcare,Yes,0.16,No,Yes,Yes,Defined Contribution,Fixed,ATM,Joshuastad,17:17:36,0.74,No,22
27,Male,USA,Full-time,42040,26016,67,Medium,798,Quarterly,969,5137,22,Mutual Fund,Johnson Group,7.83,4.18,0.96,177378,10258,58238,17,Yes,9801,3/13/2023,No,0.48,Divorced,2,Master's,Good,81,Own,8910,2681,0.28,Beginner,Travel,Yes,0.52,No,Yes,No,Defined Benefit,Bucket,Online,Bowentown,22:33:41,0.75,No,13
31,Male,Germany,Full-time,36045,363031,62,High,1147,Monthly,815,10617,13,Stocks,"Reed, Jones and Barnett",11.91,2.73,1.14,286852,79363,14016,28,No,2684,3/20/2022,No,0.12,Widowed,1,PhD,Poor,79,Own,53289,8547,0.13,Intermediate,Healthcare,Yes,0.69,No,Yes,Yes,Defined Contribution,Bucket,ATM,South Brianbury,19:58:48,0.7,No,7
51,Other,Australia,Retired,148922,280738,62,Medium,492,Annually,150,9391,26,Bonds,Stevens Inc,4.67,4.67,1.18,781656,45867,62932,28,Yes,8479,5/31/2021,No,0.79,Married,3,PhD,Poor,89,Mortgage,176751,4610,0.22,Expert,Travel,Yes,0.6,Yes,No,Yes,Defined Benefit,Bucket,Online,South James,9:23:49,0.22,No,4
46,Other,USA,Part-time,81584,459243,60,Low,686,Quarterly,536,23961,34,ETF,"Taylor, Smith and Crosby",10.06,0.81,0.84,254806,52444,14072,22,No,2153,10/9/2020,No,0.44,Single,3,PhD,Good,87,Rent,152151,6626,0.09,Expert,Home Purchase,Yes,0.27,Yes,No,No,Defined Benefit,Dynamic,Branch,Davidsonland,6:47:13,0.97,No,23
35,Other,USA,Part-time,47202,95783,64,High,1976,Annually,281,11876,21,ETF,Chen LLC,3.08,0.96,0.89,339819,53480,26848,19,Yes,1289,10/5/2022,No,0.1,Married,3,Bachelor's,Average,94,Own,147394,8821,0.24,Intermediate,Home Purchase,Yes,0.17,No,No,Yes,Defined Contribution,Fixed,Online,Turnerland,18:09:13,0.11,No,2
26,Male,USA,Part-time,78505,99837,62,Medium,1262,Monthly,198,10385,1,ETF,Dunn PLC,2,2.42,0.24,631377,46939,61411,24,Yes,7969,2/24/2022,No,0.08,Widowed,3,PhD,Good,82,Rent,17888,4529,0.3,Expert,Home Purchase,Yes,0.33,Yes,Yes,Yes,Defined Benefit,Bucket,Online,Scottstad,16:02:43,0.27,No,6
43,Other,USA,Part-time,80569,135301,66,Medium,1642,Quarterly,407,6926,37,Mutual Fund,Roth-Davis,6.76,3.76,0.35,533968,25974,36228,21,No,4426,5/25/2022,No,0.9,Single,4,High School,Good,85,Rent,130430,6595,0.21,Intermediate,Travel,No,0.62,Yes,No,No,Defined Contribution,Fixed,Branch,Martinezton,23:34:21,0.34,No,25
64,Other,USA,Self-employed,31673,70699,69,Medium,1601,Quarterly,72,5824,10,Real Estate,Gutierrez PLC,7.59,1.35,0.26,828857,51689,22482,15,No,2040,8/31/2020,No,0.41,Widowed,2,PhD,Good,80,Own,49711,2173,0.13,Expert,Healthcare,No,0.17,No,Yes,Yes,Defined Contribution,Dynamic,Branch,Jennifershire,4:27:47,0.58,No,22
47,Male,UK,Self-employed,140236,57424,66,Low,454,Annually,213,4990,19,Mutual Fund,Mcdonald PLC,11.96,4.98,1.88,142667,43391,63555,18,Yes,632,1/30/2020,No,0.58,Widowed,2,PhD,Good,78,Mortgage,56584,5395,0.23,Beginner,Legacy Planning,No,0.78,No,No,No,Defined Benefit,Fixed,Branch,North Kevinberg,1:30:21,0.91,No,24
37,Other,Australia,Part-time,136219,496672,63,Low,1470,Quarterly,11,18408,14,Mutual Fund,Davis-Taylor,2.28,2.31,1.9,487030,70758,11651,28,No,1550,6/10/2025,No,0.8,Divorced,1,Bachelor's,Good,88,Rent,163592,9383,0.18,Beginner,Legacy Planning,No,0.73,Yes,No,No,Defined Benefit,Dynamic,ATM,Michellemouth,13:09:40,0.34,No,8
55,Other,USA,Self-employed,136551,318864,63,Medium,1474,Monthly,434,18052,26,Bonds,Dennis-Rivera,5.89,2.18,0.15,279984,15614,48494,14,No,5319,4/19/2024,No,0.91,Divorced,4,Bachelor's,Good,83,Own,155802,3473,0.15,Expert,Travel,No,0.9,No,Yes,No,Defined Contribution,Bucket,Online,Larsonmouth,20:45:43,0.17,No,9
49,Male,Canada,Full-time,78411,62957,69,Low,712,Quarterly,350,11463,35,Real Estate,"Fisher, Hunter and Logan",10.85,1.15,1.01,268940,77721,30843,26,No,790,8/10/2023,No,0.67,Married,1,PhD,Poor,88,Own,103754,8917,0.27,Expert,Travel,No,0.78,No,No,No,Defined Contribution,Fixed,Branch,Lake Molly,3:46:35,0.53,No,11
43,Male,Canada,Part-time,133678,42559,68,Low,1540,Annually,953,3961,10,Real Estate,Owens-Brewer,10.55,1.04,0.42,944175,15964,29232,22,No,8298,12/18/2020,No,0.39,Married,0,Master's,Good,92,Own,13506,6355,0.13,Expert,Legacy Planning,No,0.51,Yes,No,No,Defined Contribution,Fixed,Branch,Robertstad,15:07:51,0.23,No,11
57,Male,Australia,Full-time,132537,22556,62,High,1066,Monthly,269,21677,36,Stocks,"Acevedo, Zimmerman and Martin",7.25,4.55,1.02,883193,10121,46015,11,No,8479,5/7/2024,No,0.55,Divorced,4,High School,Average,93,Rent,77526,7267,0.19,Beginner,Home Purchase,Yes,0.8,Yes,Yes,No,Defined Benefit,Fixed,Online,Lake Brian,10:33:05,0.1,No,25
64,Male,UK,Retired,129525,476211,69,High,1394,Annually,791,10378,31,Bonds,Wilson-Simmons,11.28,4.66,0.12,330478,11555,40955,16,No,3691,4/30/2024,No,0.59,Married,0,PhD,Good,81,Mortgage,114513,9402,0.12,Expert,Travel,Yes,0.15,Yes,No,Yes,Defined Contribution,Fixed,Branch,Pagechester,6:26:35,0.95,No,28
59,Other,Germany,Self-employed,69479,147644,65,High,1148,Monthly,399,4885,39,Mutual Fund,"Carpenter, Powell and Murray",3.86,3.64,0.75,702214,71780,17996,20,No,1294,3/15/2025,No,0.43,Single,2,Bachelor's,Average,84,Own,64377,5196,0.06,Intermediate,Home Purchase,No,0.29,Yes,No,Yes,Defined Contribution,Fixed,ATM,Amandaborough,10:13:47,0.04,Yes,4
35,Other,USA,Unemployed,45620,229302,69,Medium,120,Annually,348,14238,8,Real Estate,"Smith, Thomas and Hamilton",6.66,3.28,1.66,966370,75684,24141,17,No,1018,4/8/2022,No,0.9,Married,3,PhD,Good,86,Own,95380,7914,0.23,Beginner,Home Purchase,No,0.58,Yes,Yes,No,Defined Contribution,Fixed,Branch,North Kenneth,15:44:35,0.88,No,1
64,Male,Canada,Self-employed,82914,401157,68,Medium,1747,Monthly,255,9057,10,Real Estate,"Gallagher, Cohen and Frank",10.14,2.43,1.95,712318,31661,73034,23,Yes,8813,6/6/2022,Yes,0.71,Married,2,Bachelor's,Good,90,Mortgage,170423,5972,0.17,Intermediate,Legacy Planning,Yes,0.13,Yes,No,Yes,Defined Benefit,Bucket,Online,North Eric,19:25:16,0.91,No,28
38,Female,Canada,Self-employed,118527,318708,60,Low,1831,Monthly,787,1916,15,Bonds,Roberts-Pierce,2.95,2.06,1.96,611183,31883,33725,22,Yes,5426,3/29/2023,No,0.14,Widowed,4,High School,Poor,84,Mortgage,74715,5344,0.17,Intermediate,Home Purchase,No,0.81,No,No,No,Defined Contribution,Fixed,Branch,South Josephmouth,9:13:44,0.05,No,21
59,Other,UK,Unemployed,106457,219509,68,High,1856,Quarterly,475,18183,20,Bonds,"Barnett, Pena and Smith",6.56,2.63,0.18,190152,39501,41018,27,No,4561,9/25/2024,No,0.71,Widowed,2,High School,Average,89,Rent,71152,8605,0.26,Intermediate,Home Purchase,No,0.8,No,Yes,No,Defined Contribution,Bucket,ATM,New Paul,16:09:07,0.1,No,13
28,Female,Canada,Retired,147031,68290,64,High,1731,Annually,993,5617,5,Real Estate,"Wolf, Williams and Arroyo",6.2,1,0.81,236211,78866,64248,12,Yes,8897,8/14/2022,No,0.8,Single,2,Bachelor's,Good,91,Rent,90376,2261,0.1,Expert,Healthcare,Yes,0.74,No,Yes,No,Defined Benefit,Bucket,Online,Johnstonshire,19:51:15,0.94,No,5
46,Male,UK,Unemployed,55144,133320,64,Low,1090,Quarterly,982,15729,9,Real Estate,"Weber, Meyer and Johnson",4.31,0.71,1.91,363406,33561,17581,11,No,7265,10/20/2020,Yes,0.36,Widowed,0,PhD,Poor,90,Own,98282,3961,0.16,Expert,Healthcare,No,0.67,No,Yes,Yes,Defined Contribution,Bucket,Online,Rosefort,5:41:25,0.74,No,18
35,Female,Canada,Part-time,96903,462505,69,Low,552,Monthly,65,17457,8,Bonds,Lawrence Ltd,6.98,2.01,1.89,521117,22085,67902,13,No,3752,6/12/2023,No,0.8,Single,3,PhD,Good,80,Rent,16633,8415,0.14,Intermediate,Legacy Planning,No,0.85,Yes,Yes,Yes,Defined Benefit,Bucket,ATM,New Christina,15:50:09,0.02,No,22
47,Other,UK,Full-time,112431,214284,65,High,582,Quarterly,580,10520,18,ETF,"Butler, Ortiz and Ward",10.73,3.96,0.44,618202,61275,50092,26,No,9717,5/27/2024,No,0.54,Widowed,1,Bachelor's,Poor,94,Mortgage,55705,9036,0.19,Expert,Legacy Planning,Yes,0.47,No,Yes,Yes,Defined Benefit,Fixed,Online,Woodsfurt,23:51:05,0.08,No,19
35,Male,Germany,Part-time,147705,77445,69,Low,1667,Monthly,733,2916,21,ETF,Shea-Robinson,11.06,3.53,1.95,256861,19234,33498,22,No,7924,4/25/2025,No,0.12,Married,0,High School,Good,94,Own,109274,4726,0.3,Beginner,Healthcare,No,0.19,Yes,Yes,No,Defined Contribution,Fixed,Branch,Joshuachester,17:29:11,0.14,No,29
37,Other,Canada,Part-time,88065,46901,66,Medium,987,Quarterly,887,18526,10,Stocks,"Tucker, Harris and Mccoy",6.84,4.98,1.64,448577,49985,19133,22,Yes,5390,8/21/2024,No,0.63,Married,4,Bachelor's,Average,80,Own,102753,4921,0.24,Expert,Home Purchase,Yes,0.8,Yes,Yes,Yes,Defined Contribution,Dynamic,Branch,Port Timothy,20:56:35,0.12,No,11
55,Other,USA,Part-time,82433,439538,66,Medium,1991,Quarterly,948,2209,4,Mutual Fund,"Smith, Shelton and Snyder",2.77,1.32,1.73,494228,17500,43687,22,No,623,1/24/2023,No,0.36,Widowed,0,Master's,Average,90,Rent,191179,7117,0.1,Expert,Home Purchase,Yes,0.41,Yes,Yes,No,Defined Benefit,Dynamic,ATM,Hamiltonchester,19:06:57,0.31,No,28
41,Male,USA,Full-time,56299,154855,65,Low,787,Monthly,94,13485,21,ETF,Harris and Sons,8.77,2.8,1.99,936014,24778,44230,19,Yes,214,12/26/2022,No,0.71,Widowed,3,PhD,Average,83,Own,172149,5608,0.22,Intermediate,Healthcare,No,0.96,Yes,Yes,No,Defined Benefit,Bucket,Branch,Walterland,0:36:36,0.25,No,8
45,Female,USA,Retired,127071,258136,69,Medium,934,Monthly,422,14352,18,Bonds,Smith Ltd,6.12,3.05,1.48,227672,41282,55458,16,No,6874,9/26/2020,No,0.9,Widowed,3,High School,Good,83,Rent,175418,3479,0.14,Expert,Legacy Planning,Yes,0.75,No,No,Yes,Defined Benefit,Fixed,Branch,Curtisborough,0:20:21,0.35,No,14
60,Other,Canada,Retired,102997,278267,68,High,115,Quarterly,656,6254,5,Bonds,Hardin-Wilson,10.09,3.03,1.58,956583,34199,46694,12,No,5130,10/1/2024,No,0.24,Widowed,4,High School,Good,85,Own,30687,5169,0.27,Intermediate,Travel,No,0.15,No,No,No,Defined Benefit,Bucket,ATM,Barbarafurt,11:21:14,0.94,No,1
54,Other,Canada,Self-employed,103577,451899,69,Medium,946,Monthly,436,2640,9,ETF,Long-Gonzales,11.28,3.77,1.58,254009,34155,15061,28,Yes,2072,5/16/2023,No,0.02,Divorced,2,PhD,Good,87,Mortgage,107913,2852,0.23,Intermediate,Travel,No,0.71,Yes,Yes,No,Defined Contribution,Fixed,Online,Ericville,4:52:32,0.15,No,13
39,Female,USA,Retired,128903,415753,64,High,1452,Quarterly,770,19374,18,Stocks,"Gilmore, Morris and Hayes",6.27,1.22,1.92,182320,71793,48869,16,No,9364,3/2/2023,No,0.77,Single,3,PhD,Average,86,Own,122866,5061,0.24,Expert,Healthcare,Yes,0.36,Yes,No,No,Defined Benefit,Fixed,Branch,West Richard,11:58:10,0.04,No,18
58,Male,UK,Unemployed,56319,440689,67,High,1539,Quarterly,310,23405,16,Stocks,Chase Inc,6.71,1.03,1.7,412402,78814,73450,14,Yes,7347,10/22/2022,Yes,0.64,Divorced,3,Master's,Poor,88,Mortgage,121456,8451,0.23,Expert,Home Purchase,No,0.11,Yes,No,Yes,Defined Contribution,Dynamic,ATM,South Latoya,1:59:56,0.48,No,2
33,Male,Australia,Self-employed,103332,42374,61,High,300,Quarterly,421,7533,13,Stocks,Scott-Miranda,9.27,4.62,1.29,638121,30231,66805,10,Yes,8396,1/19/2020,No,0.11,Single,2,Bachelor's,Good,86,Rent,120110,1978,0.25,Intermediate,Home Purchase,No,0.23,Yes,No,Yes,Defined Contribution,Dynamic,Branch,Cardenasstad,20:22:03,0.38,No,20
31,Female,USA,Unemployed,122364,268847,66,High,480,Monthly,514,14030,15,Mutual Fund,"Harris, Bowers and Adams",5.79,3.36,0.9,714111,57798,16209,11,No,7379,12/18/2022,No,0.86,Single,2,Bachelor's,Average,90,Rent,95686,4404,0.18,Expert,Healthcare,No,0.78,No,Yes,No,Defined Benefit,Dynamic,Online,Blakestad,6:48:00,0.96,No,26
29,Male,UK,Retired,40054,255606,63,Low,1669,Monthly,974,15104,16,Real Estate,Davis-Stevens,7.83,2,0.12,358638,76890,31243,29,Yes,9094,1/10/2024,No,0.76,Single,2,PhD,Good,88,Rent,25639,3707,0.25,Beginner,Home Purchase,Yes,0.75,Yes,Yes,Yes,Defined Benefit,Bucket,Online,New Madison,9:10:00,0.18,No,6
57,Other,Australia,Retired,113520,453550,62,High,1329,Monthly,389,7244,14,Mutual Fund,"Lee, Jordan and Daniel",10.95,0.54,1.12,646591,52995,72965,23,Yes,3051,1/7/2020,No,0.24,Single,4,PhD,Good,84,Rent,21555,2653,0.23,Expert,Healthcare,No,0.28,Yes,Yes,No,Defined Benefit,Fixed,ATM,Daystad,11:41:38,0.89,No,14
39,Other,UK,Retired,135956,439958,66,High,418,Monthly,216,6430,16,Bonds,"Swanson, Vega and Carter",4.58,4.18,1.98,409649,15884,71937,13,No,1361,4/21/2020,No,0,Single,0,High School,Poor,82,Mortgage,91590,4382,0.08,Intermediate,Healthcare,Yes,0.2,No,Yes,Yes,Defined Contribution,Fixed,Online,North Andrea,15:58:35,0.47,No,28
45,Other,USA,Retired,136325,378301,63,Medium,191,Monthly,30,9533,17,Mutual Fund,Jenkins-Medina,4.88,0.6,0.53,949005,59295,51369,14,Yes,7575,3/23/2024,No,0.2,Divorced,3,Bachelor's,Average,82,Own,199696,7301,0.17,Beginner,Travel,No,0.8,Yes,Yes,Yes,Defined Contribution,Fixed,Branch,East Dennis,5:49:21,0.99,No,8
59,Female,Australia,Self-employed,75387,253870,65,Medium,789,Annually,169,3263,39,Real Estate,Harris-Sims,7.51,4.85,1.77,142322,45342,42550,19,No,8785,3/11/2025,No,0.72,Divorced,0,PhD,Average,85,Own,145937,3531,0.15,Expert,Travel,No,0.92,Yes,Yes,No,Defined Benefit,Bucket,Online,Jacksonbury,12:38:25,0.54,No,22
55,Female,Germany,Full-time,85114,134616,60,Medium,438,Monthly,112,10196,7,ETF,Wells Ltd,6.88,3.04,1.85,320054,37839,55787,20,No,2380,12/25/2023,No,0.27,Divorced,2,Master's,Good,81,Own,105776,6879,0.27,Expert,Travel,Yes,0.31,No,Yes,Yes,Defined Benefit,Fixed,Branch,East Brandyborough,23:00:54,0.62,No,7
51,Male,Canada,Part-time,39974,445097,61,High,110,Monthly,664,2349,27,ETF,Diaz Ltd,7.73,2.99,0.75,800791,47235,51150,25,No,9370,3/9/2021,No,0.4,Married,2,Master's,Average,88,Own,111009,3980,0.12,Expert,Home Purchase,Yes,0.15,No,No,No,Defined Benefit,Bucket,ATM,Lake Melissa,23:17:59,0.19,No,28
59,Other,Australia,Part-time,88463,182922,65,Medium,1363,Quarterly,240,3306,36,Bonds,"Ortiz, Jones and Burns",3.04,4.98,0.79,814157,28433,71563,12,Yes,9605,9/24/2023,No,0.99,Single,3,Master's,Poor,90,Own,164340,9543,0.19,Intermediate,Home Purchase,No,0.82,Yes,Yes,Yes,Defined Benefit,Bucket,Online,North Phillipburgh,5:09:25,0.34,No,25
30,Other,Canada,Full-time,31439,354477,61,High,1989,Annually,862,11521,39,Mutual Fund,Hooper-Jackson,9.13,3.67,0.9,802557,78385,54356,25,Yes,5965,7/7/2021,No,0.58,Widowed,3,High School,Average,80,Mortgage,49324,3631,0.09,Beginner,Legacy Planning,No,0.93,Yes,Yes,No,Defined Contribution,Bucket,Online,New Anne,14:32:55,0.84,No,20
42,Other,UK,Retired,142449,242304,69,Low,241,Annually,544,17596,30,Stocks,"Hurst, Harper and Noble",2.12,2.46,0.6,996225,14150,52715,15,Yes,1785,6/10/2024,No,0.3,Married,3,PhD,Average,84,Rent,21334,7532,0.28,Expert,Travel,Yes,0.78,No,Yes,Yes,Defined Benefit,Bucket,Online,Lake Jennifer,18:19:12,0.98,No,17
31,Male,UK,Full-time,127046,440183,68,Medium,1833,Monthly,952,23403,11,Mutual Fund,Williams-Davis,4.79,4.19,1.04,399810,31726,54327,21,Yes,1355,7/7/2023,Yes,0.53,Widowed,4,Bachelor's,Good,75,Rent,29014,9315,0.13,Expert,Healthcare,Yes,0.12,Yes,No,No,Defined Benefit,Dynamic,Branch,Josephchester,14:25:08,0.98,Yes,26
36,Other,Germany,Part-time,50791,281712,65,Low,948,Quarterly,657,3529,38,Stocks,Harris Inc,7.3,0.86,0.41,919771,12891,43735,25,No,4113,1/7/2025,No,0.12,Married,1,Bachelor's,Poor,77,Rent,16290,6882,0.1,Intermediate,Home Purchase,Yes,0.31,Yes,No,Yes,Defined Contribution,Fixed,ATM,Elizabethside,14:57:17,0.15,No,10
29,Male,UK,Retired,99933,173165,66,Low,719,Annually,900,19890,25,Stocks,"Gonzalez, Garcia and Thompson",9.37,0.63,1.31,395343,58232,62863,18,Yes,4943,9/22/2021,No,0.82,Married,4,Bachelor's,Good,88,Rent,129835,2346,0.1,Beginner,Healthcare,Yes,0.92,Yes,No,Yes,Defined Contribution,Dynamic,Branch,Dianahaven,20:52:41,0.75,No,13
64,Other,UK,Retired,103614,414752,63,Low,1566,Quarterly,878,15783,36,Stocks,"Huerta, Roberson and Allen",7.23,2.22,0.73,976997,23336,18157,14,Yes,8460,10/18/2022,No,0.85,Married,1,Bachelor's,Poor,90,Mortgage,161782,5181,0.15,Beginner,Travel,Yes,0.36,No,No,No,Defined Contribution,Fixed,ATM,New Juan,12:42:32,0.06,No,7
35,Male,Germany,Unemployed,98081,187304,68,Low,601,Annually,269,6387,14,Stocks,"Sanchez, Rodriguez and Smith",10.76,3.26,1.1,760507,72479,55597,22,No,6305,4/29/2025,No,0.06,Divorced,0,PhD,Poor,79,Mortgage,155906,7951,0.2,Intermediate,Healthcare,No,0.23,Yes,Yes,No,Defined Contribution,Dynamic,ATM,Robertland,13:15:27,0.89,No,20
57,Other,USA,Part-time,52909,431974,67,Low,254,Monthly,642,16987,21,Stocks,Quinn Inc,8.12,0.54,1.14,857570,51279,8869,26,Yes,8156,5/17/2024,No,0.87,Single,3,High School,Average,82,Mortgage,37462,4172,0.3,Intermediate,Healthcare,Yes,0.64,Yes,Yes,Yes,Defined Benefit,Dynamic,ATM,Hollowayburgh,14:45:26,0.57,No,26
